ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
20036,PSYC,3590,58,IND,3-Feb,Jazmin Brown-Iannuzzi,TBA,TBA,Research in Psychology,,Open,0,30,0
20037,PSYC,3590,59,IND,3-Feb,Eileen Chou,TBA,TBA,Research in Psychology,,Open,0,30,0
20038,PSYC,3590,60,IND,3-Feb,Hudson Golino,TBA,TBA,Research in Psychology,,Open,0,30,0
20039,PSYC,3590,61,IND,3-Feb,Filip Loncke,TBA,TBA,Research in Psychology,,Open,0,30,0
20040,PSYC,3590,62,IND,3-Feb,Brian Nosek,TBA,TBA,Research in Psychology,,Open,0,30,0
20041,PSYC,3590,63,IND,3-Feb,Karen Schmidt,TBA,TBA,Research in Psychology,,Open,0,30,0
10476,PSYC,3870,1,Lecture,1,Gerald Clore,Fr 12:00pm - 12:50pm,Dell 2 102,Seminar for Distinguished Majors,,Open,2,10,0
13903,PSYC,3870,2,Lecture,1,Gerald Clore,Fr 1:00pm - 1:50pm,Dell 2 101,Seminar for Distinguished Majors,,Open,2,10,0
10478,PSYC,4110,1,Lecture,3,Filip Loncke,Mo 3:30pm - 6:00pm,Dell 2 101,Psycholinguistics,,Wait List,24,24,23
10479,PSYC,4120,1,Lecture,3,Beverly Adams,We 3:30pm - 6:00pm,Shannon House 109,Psychology of Reading,,Wait List,20,20,11
19100,PSYC,4250,1,Lecture,3,Cedric Williams,TuTh 9:30am - 10:45am,Dell 2 102,Brain Systems Involved in Memory,,Open,8,23,0
19452,PSYC,4500,1,SEM,3,Seanna Leath,Mo 6:00pm - 8:30pm,Ruffner Hall 173,Special Topics in Psychology,The Psychology of Black Women,Open,11,20,0
19651,PSYC,4500,2,SEM,3,John Van Horn,TuTh 9:30am - 10:45am,Gibson Hall 141,Special Topics in Psychology,Brain Mapping with MRI,Open,15,20,0
19657,PSYC,4500,3,SEM,3,Chandra Mason,Tu 3:30pm - 6:00pm,Gibson Hall 242,Special Topics in Psychology,Psychology of Social Justice,Wait List,20,20,2
19700,PSYC,4500,4,SEM,3,Mariana Golino,Mo 9:00am - 11:30am,Barringer Wing 2677,Special Topics in Psychology,Cognitive Aging,Open,13,20,0
19101,PSYC,4559,1,Lecture,3,Crystal Slane,TuTh 3:30pm - 4:45pm,Dell 2 101,New Course in Psychology,Psychology of Wrongful Imprisonment,Wait List,20,20,10
13799,PSYC,4970,1,IND,0,Frederick Smyth,TBA,TBA,Distinguished Major Thesis,,Open,0,30,0
10480,PSYC,4980,1,IND,6,Vikram Jaswal,TBA,TBA,Distinguished Major Thesis,,Open,0,30,0
13687,PSYC,4980,2,IND,6,Joseph Allen,TBA,TBA,Distinguished Major Thesis,,Open,0,30,0
13686,PSYC,4980,3,IND,6,Noelle Hurd,TBA,TBA,Distinguished Major Thesis,,Open,0,30,0
13688,PSYC,4980,4,IND,6,Gerald Clore,TBA,TBA,Distinguished Major Thesis,,Open,1,30,0
13689,PSYC,4980,5,IND,6,Tobias Grossmann,TBA,TBA,Distinguished Major Thesis,,Open,0,30,0
13690,PSYC,4980,6,IND,6,Amrisha Vaish,TBA,TBA,Distinguished Major Thesis,,Open,1,30,0
13691,PSYC,4980,8,IND,6,John Monahan,TBA,TBA,Distinguished Major Thesis,,Open,0,30,0
13692,PSYC,4980,10,IND,6,Sophie Trawalter,TBA,TBA,Distinguished Major Thesis,,Open,0,30,0
20051,PSYC,4980,11,IND,6,James Morris,TBA,TBA,Distinguished Major Thesis,,Open,1,30,0
20079,PSYC,4980,12,IND,6,Benjamin Converse,TBA,TBA,Distinguished Major Thesis,,Open,0,30,0
13458,PSYC,5270,1,SEM,3,Daniel Meliza,Tu 2:00pm - 4:30pm,Dell 2 102,Computational Neuroscience,,Open,13,15,0
19103,PSYC,5323,1,SEM,3,M. Joseph Meyer,TuTh 2:00pm - 3:15pm,Millmont 123,RM: R in Psychology,,Open,10,15,0
19450,PSYC,5332,1,SEM,3,Per Sederberg,Th 3:30pm - 6:00pm,Ruffner Hall 173,Quantified Cognition,,Open,14,15,0
19104,PSYC,5500,1,SEM,3,Nicole Long,TuTh 9:30am - 10:45am,Dell 2 103,Current Topics in Psychology,RM: Electroencephalography,Open,10,20,0
19641,PSYC,5500,3,SEM,3,Adrienne Wood,Tu 3:30pm - 6:00pm,Dell 2 100,Current Topics in Psychology,Social Dynamics,Wait List,15,15,2
13459,PSYC,5710,1,SEM,3,Hudson Golino,Tu 3:30pm - 6:00pm,Wilson Hall 238,Machine Learning and Data Mining,,Open,11,15,0
11855,PSYC,5720,1,SEM,3,Karen Schmidt,Th 9:00am - 11:30am,Dell 2 100,Fundamentals of Item Response Theory,,Open,4,15,0
19114,PSYC,7200,1,SEM,3,David Hill,MoWe 2:00pm - 3:15pm,Dell 2 102,Advanced Neural Mechanisms of Behavior,,Open,5,20,0
13505,PSYC,7330,1,SEM,3,Tobias Grossmann,We 3:30pm - 6:00pm,Contact Department,Social Brain in Infancy,,Open,0,10,0
10481,PSYC,7440,100,Lecture,4,Allison Anderson,Mo 9:00am - 11:30am,Contact Department,Psychological Assessment,,Open,4,15,0
10482,PSYC,7440,101,Laboratory,0,Staff,Fr 9:00am - 11:00am,Contact Department,Psychological Assessment,,Open,4,15,0
10483,PSYC,7450,100,SEM,4,Joseph Allen,Tu 1:00pm - 3:00pm,Contact Department,Psychological Intervention II,,Open,3,15,0
19549,PSYC,7450,101,Laboratory,0,Staff,Fr 10:00am - 12:00pm,Contact Department,Psychological Intervention II,,Open,3,15,0
13463,PSYC,7485,1,SEM,3,Noelle Hurd,We 3:30pm - 6:00pm,Contact Department,Structural Determinants of Inequality,,Open,10,15,0
10488,PSYC,7501,1,Lecture,2,James Morris,Tu 12:30pm - 1:45pm,Dell 2 102,Contemporary Issues: Cognitive Psychology,,Open,6,25,0
10489,PSYC,7502,1,Lecture,2,David Hill,We 12:30pm - 1:45pm,Contact Department,Contemporary Issues: Neuroscience and Behavior,,Open,5,25,0
10490,PSYC,7503,1,Lecture,2,Seanna Leath,Mo 12:30pm - 1:45pm,Millmont 123,Contemporary Issues: Community Psychology,,Open,6,25,0
10491,PSYC,7504,1,Lecture,1,Joseph Allen,Fr 12:00pm - 12:50pm,Contact Department,Contemporary Issues: Ethics and Clinical Psychology,,Open,10,25,0
10492,PSYC,7505,1,Lecture,2,Amrisha Vaish,We 12:30pm - 1:45pm,Barringer Wing 2677,Contemporary Issues: Developmental Psychology,,Open,7,25,0
10493,PSYC,7506,1,Lecture,2,Timothy Wilson,Mo 12:30pm - 2:00pm,Barringer Wing 2677,Contemporary Issues: Social Psychology,,Open,6,25,0
10494,PSYC,7507,1,Lecture,2,Xin Tong,Th 12:30pm - 1:45pm,Millmont 123,Contemporary Issues: Quantitative Psychology,,Open,7,25,0
19119,PSYC,7559,1,Lecture,3,Charlotte Patterson,Tu 3:30pm - 6:00pm,Contact Department,New Course in Psychology,Psych of Sexual Orientation and Gender Diversity,Open,5,25,0
19461,PSYC,7559,2,Lecture,3,Daniel Willingham,TuTh 8:00am - 9:15am,Contact Department,New Course in Psychology,Overview of Cognitive Psychology,Open,11,20,0
19667,PSYC,7559,3,Lecture,3,Amrisha Vaish,We 9:00am - 11:30am,Contact Department,New Course in Psychology,Proseminar: Developmental Psychology,Open,8,18,0
19861,PSYC,7559,4,Lecture,3,Peter Brunjes,TuTh 11:00am - 12:15pm,Dell 2 102,New Course in Psychology,Readings in Behavioral Neuroscience,Open,5,15,0
19120,PSYC,7600,1,Lecture,3,Timothy Wilson,We 9:00am - 11:30am,Barringer Wing 2677,Social Psychology,,Open,4,15,0
19894,PSYC,7651,1,SEM,3-Jan,Karen Schmidt,Th 2:00pm - 4:30pm,Contact Department,Professional Issues in Masters Studies,,Open,0,10,0
10485,PSYC,7720,100,Lecture,4,Xin Tong,TuTh 2:00pm - 3:15pm,Dell 2 100,Quantitative Methods II: Experimental Design,,Open,21,30,0
10486,PSYC,7720,101,Laboratory,0,Staff,Th 6:00pm - 8:00pm,Barringer Wing 2677,Quantitative Methods II: Experimental Design,,Open,8,15,0
10487,PSYC,7720,102,Laboratory,0,Staff,Fr 9:00am - 11:00am,Barringer Wing 2677,Quantitative Methods II: Experimental Design,,Open,13,15,0
12455,PSYC,7725,1,SEM,3,Joseph Allen,TBA,TBA,Affective Aspects of Behavior,,Open,0,20,0
12839,PSYC,7730,1,SEM,3,Joseph Allen,TBA,TBA,Developmental Aspects of Behavior,,Open,0,10,0
19129,PSYC,7750,1,SEM,2,Patricia Llewellyn,Mo 5:00pm - 7:00pm,Contact Department,Practicum to Intervention and Supervision,,Open,5,10,0
19130,PSYC,7750,2,SEM,2,Patricia Llewellyn,We 5:00pm - 7:00pm,Contact Department,Practicum to Intervention and Supervision,,Open,3,10,0
11581,PSYC,7755,1,SEM,1,Patricia Llewellyn,Fr 5:00pm - 7:00pm,Contact Department,Advanced Practicum in Supervision and Consultation,,Open,0,15,0
10495,PSYC,8040,1,Lecture,1,Alev Erisir,Fr 3:30pm - 6:00pm,Contact Department,Forum on Scientific and Professional Ethics,,Open,22,25,0
19132,PSYC,8735,1,SEM,3,Steven Boker,Mo 9:00am - 11:30am,Millmont 123,Introduction to Structural Equation Modeling,,Open,0,25,0
10496,PSYC,8998,1,IND,12-Jan,Joseph Allen,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10641,PSYC,8998,2,IND,12-Jan,Steven Boker,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10642,PSYC,8998,4,IND,12-Jan,Peter Brunjes,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10643,PSYC,8998,5,IND,12-Jan,Gerald Clore,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10644,PSYC,8998,6,IND,12-Jan,James Coan,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10645,PSYC,8998,7,IND,12-Jan,Benjamin Converse,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,1,30,0
10646,PSYC,8998,9,IND,12-Jan,Chad Dodson,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10647,PSYC,8998,10,IND,12-Jan,Robert Emery,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10648,PSYC,8998,11,IND,12-Jan,Alev Erisir,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,1,30,0
10649,PSYC,8998,14,IND,12-Jan,David Hill,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10650,PSYC,8998,15,IND,12-Jan,Vikram Jaswal,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10651,PSYC,8998,18,IND,12-Jan,Angeline Lillard,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10652,PSYC,8998,19,IND,12-Jan,Patricia Llewellyn,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10653,PSYC,8998,21,IND,12-Jan,James Morris,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10654,PSYC,8998,23,IND,12-Jan,Brian Nosek,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10655,PSYC,8998,25,IND,12-Jan,Charlotte Patterson,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10658,PSYC,8998,29,IND,12-Jan,Karen Schmidt,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10659,PSYC,8998,31,IND,12-Jan,Bethany Teachman,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10660,PSYC,8998,32,IND,12-Jan,Sophie Trawalter,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10661,PSYC,8998,33,IND,12-Jan,Eric Turkheimer,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10662,PSYC,8998,35,IND,12-Jan,Cedric Williams,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
10663,PSYC,8998,36,IND,12-Jan,Daniel Willingham,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
11353,PSYC,8998,37,IND,12-Jan,Melvin Wilson,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
11354,PSYC,8998,38,IND,12-Jan,Timothy Wilson,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
11567,PSYC,8998,40,IND,12-Jan,Noelle Hurd,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,1,30,0
11856,PSYC,8998,41,IND,12-Jan,Jessica Connelly,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
11857,PSYC,8998,42,IND,12-Jan,Tobias Grossmann,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
11858,PSYC,8998,43,IND,12-Jan,Daniel Meliza,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
11859,PSYC,8998,44,IND,12-Jan,Xin Tong,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
11860,PSYC,8998,45,IND,12-Jan,Amrisha Vaish,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
12686,PSYC,8998,46,IND,12-Jan,Hudson Golino,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
12687,PSYC,8998,47,IND,12-Jan,Per Sederberg,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
12797,PSYC,8998,48,IND,12-Jan,Jianhua Cang,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
12798,PSYC,8998,49,IND,12-Jan,Xiaorong Liu,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
12799,PSYC,8998,50,IND,12-Jan,Lanice Avery,TBA,TBA,"Non-Topical Research, Preparation for Thesis",,Open,0,30,0
13877,PSYC,9501,1,IND,12-Jan,Vikram Jaswal,TBA,TBA,Topical Research,,Open,0,15,0
10623,PSYC,9501,2,IND,12-Jan,Steven Boker,TBA,TBA,Topical Research,Dynamical Systems,Open,0,15,0
19998,PSYC,9501,3,IND,12-Jan,Daniel Meliza,TBA,TBA,Topical Research,,Open,0,30,0
10624,PSYC,9501,7,IND,12-Jan,Benjamin Converse,TBA,TBA,Topical Research,Social Judgment,Open,0,15,0
10625,PSYC,9501,9,IND,12-Jan,Chad Dodson,TBA,TBA,Topical Research,Memory Distortion,Open,0,15,0
11416,PSYC,9501,19,IND,12-Jan,James Morris,TBA,TBA,Topical Research,Social Neuroscience,Open,0,15,0
10626,PSYC,9501,27,IND,12-Jan,Karen Schmidt,TBA,TBA,Topical Research,Ability Measurement,Open,0,15,0
11355,PSYC,9501,36,IND,12-Jan,Timothy Wilson,TBA,TBA,Topical Research,Social Cognition Human Inference,Open,0,15,0
11861,PSYC,9501,40,IND,12-Jan,Jessica Connelly,TBA,TBA,Topical Research,Functional Epigenetics,Open,0,15,0
11862,PSYC,9501,42,IND,12-Jan,Xin Tong,TBA,TBA,Topical Research,Computational Statistics,Open,0,15,0
11863,PSYC,9501,43,IND,12-Jan,Amrisha Vaish,TBA,TBA,Topical Research,Moral Development,Open,0,15,0
12688,PSYC,9501,45,IND,12-Jan,Per Sederberg,TBA,TBA,Topical Research,Quantified Cognition,Open,0,15,0
13753,PSYC,9501,46,IND,12-Jan,Charlotte Patterson,TBA,TBA,Topical Research,,Open,0,15,0
13757,PSYC,9501,47,IND,12-Jan,Angeline Lillard,TBA,TBA,Topical Research,,Open,0,15,0
13891,PSYC,9501,49,IND,12-Jan,Joseph Allen,TBA,TBA,Topical Research,,Open,0,15,0
20081,PSYC,9502,1,IND,12-Jan,Jazmin Brown-Iannuzzi,TBA,TBA,Topical Research,,Open,0,30,0
20082,PSYC,9502,2,IND,12-Jan,Benjamin Converse,TBA,TBA,Topical Research,,Open,1,30,0
20083,PSYC,9502,3,IND,12-Jan,Chad Dodson,TBA,TBA,Topical Research,,Open,0,30,0
20084,PSYC,9502,4,IND,12-Jan,Alev Erisir,TBA,TBA,Topical Research,,Open,0,30,0
20085,PSYC,9502,5,IND,12-Jan,Hudson Golino,TBA,TBA,Topical Research,,Open,0,30,0
20086,PSYC,9502,6,IND,12-Jan,Vikram Jaswal,TBA,TBA,Topical Research,,Open,0,30,0
20087,PSYC,9502,7,IND,12-Jan,Angeline Lillard,TBA,TBA,Topical Research,,Open,0,30,0
20088,PSYC,9502,8,IND,12-Jan,Nicole Long,TBA,TBA,Topical Research,,Open,0,30,0
20089,PSYC,9502,9,IND,12-Jan,Charlotte Patterson,TBA,TBA,Topical Research,,Open,0,30,0
20090,PSYC,9502,10,IND,12-Jan,Per Sederberg,TBA,TBA,Topical Research,,Open,0,30,0
20091,PSYC,9502,11,IND,12-Jan,Bethany Teachman,TBA,TBA,Topical Research,,Open,0,30,0
19463,PSYC,9559,1,SEM,3,"John Monahan, Richard Bonnie",Mo 1:00pm - 3:00pm,Withers-Brown Hall 162,New Course in Psychology,Current Issues in Law & Psychological Science,Open,3,5,0
10497,PSYC,9980,1,IND,7-Jan,Eric Turkheimer,TBA,TBA,Practicum in Case Consultation,,Open,2,30,0
10498,PSYC,9999,1,IND,12-Jan,Joseph Allen,TBA,TBA,Non-Topical Research,,Open,1,30,0
10705,PSYC,9999,2,IND,12-Jan,Steven Boker,TBA,TBA,Non-Topical Research,,Open,0,30,0
10706,PSYC,9999,4,IND,12-Jan,Peter Brunjes,TBA,TBA,Non-Topical Research,,Open,0,30,0
10707,PSYC,9999,5,IND,12-Jan,Gerald Clore,TBA,TBA,Non-Topical Research,,Open,0,30,0
10708,PSYC,9999,6,IND,12-Jan,James Coan,TBA,TBA,Non-Topical Research,,Open,0,30,0
10710,PSYC,9999,7,IND,12-Jan,Benjamin Converse,TBA,TBA,Non-Topical Research,,Open,0,30,0
10711,PSYC,9999,9,IND,12-Jan,Chad Dodson,TBA,TBA,Non-Topical Research,,Open,0,30,0
10712,PSYC,9999,10,IND,12-Jan,Robert Emery,TBA,TBA,Non-Topical Research,,Open,0,30,0
10713,PSYC,9999,11,IND,12-Jan,Alev Erisir,TBA,TBA,Non-Topical Research,,Open,0,30,0
10714,PSYC,9999,14,IND,12-Jan,David Hill,TBA,TBA,Non-Topical Research,,Open,0,30,0
